seccion,circuito,mesa,MOVIMIENTO AL SOCIALISMO,MOVIMIENTO DE ACCION VECINAL,PARTIDO POPULAR,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA PROGRESISTAS,ALIANZA COMPROMISO FEDERAL,MST - NUEVA IZQUIERDA,ALIANZA CAMBIEMOS,ALIANZA FRENTE POPULAR,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)
011,146C,5067,0,0,0,9,0,0,0,12,0,2,59
011,146B,5066,0,0,1,95,1,2,0,25,1,0,26
011,145A,5058,0,1,0,23,0,2,0,52,0,1,106
012,151,5183,1,0,1,31,0,3,0,35,0,15,129
012,151,5184,0,1,0,28,1,3,2,44,1,14,139
012,150,5159,0,1,0,30,10,2,1,81,1,11,95
012,150,5158,2,0,0,35,7,6,0,54,0,9,124
012,150,5171,1,1,0,40,6,12,2,47,1,6,119
012,150,5170,1,1,0,35,4,4,0,63,0,14,97
012,150,5177,0,0,0,36,8,7,1,47,1,9,95
012,150,5176,1,1,1,30,9,4,0,49,0,11,112
012,150,5175,0,3,0,34,7,10,0,57,2,10,101
012,150,5172,0,0,5,47,4,3,1,52,1,9,98
012,150,5151,0,0,1,44,6,2,0,62,4,0,117
012,150,5150,0,0,0,138,6,3,0,50,1,11,120
012,150,5153,2,0,1,33,13,2,0,55,0,6,118
012,150,5152,0,2,0,30,7,6,0,43,1,16,131
012,150,5155,0,0,1,39,5,4,1,58,0,6,109
012,150,5154,0,0,1,35,4,6,0,56,0,6,108
012,150,5157,1,0,1,25,9,3,1,73,2,9,126
012,150,5156,0,0,0,42,8,8,0,47,3,5,111
012,150,5139,2,1,0,25,4,7,1,58,1,7,123
012,150,5138,2,2,0,28,11,8,1,62,0,3,97
012,150,5137,0,0,1,26,7,5,1,63,0,3,125
012,150,5136,1,3,2,39,9,5,0,62,0,7,91
012,150,5135,0,2,1,24,7,6,2,63,0,4,114
012,150,5134,0,0,2,36,18,3,0,64,1,8,91
012,150,5133,2,3,2,34,16,5,1,77,0,9,99
012,150,5132,0,0,1,33,8,5,3,70,1,8,82
012,150,5131,0,0,0,38,10,1,4,58,7,8,116
012,150,5130,0,0,0,33,4,5,2,51,1,1,129
012,150,5178,1,0,0,26,2,3,2,74,0,5,108
012,150,5166,1,0,0,40,13,2,2,72,0,3,98
012,150,5174,2,1,1,36,12,4,1,65,1,7,95
012,150,5167,2,0,2,35,5,3,3,40,3,8,137
012,150,5168,2,1,2,35,15,6,2,67,0,8,95
012,150,5169,3,1,0,31,3,4,0,62,0,8,106
012,150,5179,0,0,1,28,6,5,0,63,1,8,110
012,150,5160,0,0,0,32,8,9,2,14,2,4,118
012,150,5161,1,0,1,42,10,1,2,53,4,6,135
012,150,5162,2,1,3,47,9,5,9,62,1,11,12
012,150,5163,1,2,1,20,4,4,0,62,2,4,117
012,150,5164,1,0,1,41,5,10,2,68,1,4,127
012,150,5165,1,0,2,33,4,6,2,59,2,7,126
012,150,5148,3,1,1,33,8,6,2,89,0,7,89
012,150,5149,2,0,0,39,6,4,1,38,1,11,124
012,150,5146,0,0,1,38,3,7,1,54,1,7,124
012,150,5147,1,0,3,34,5,4,5,67,0,7,93
012,150,5144,3,0,0,35,6,4,3,66,2,5,120
012,150,5145,0,0,3,45,5,4,1,73,1,10,97
012,150,5142,3,0,0,29,2,7,0,73,0,7,107
012,150,5143,0,1,2,27,3,5,2,69,1,9,120
012,150,5140,1,1,1,37,7,8,1,73,1,9,76
012,150,5141,3,2,2,32,7,5,1,64,1,12,104
012,150,5128,0,0,1,34,2,5,1,60,1,7,122
012,150,5129,0,2,0,30,9,6,1,59,1,8,130
012,150,5173,0,1,0,44,1,4,0,72,0,12,102
012,150,5127,0,0,3,44,4,4,1,44,1,13,130
012,150,5182,0,0,0,39,8,6,1,33,2,4,141
012,150,5180,1,0,0,43,3,7,1,54,1,8,130
012,150,5181,1,0,1,36,12,6,1,51,0,15,110
012,153,5233,1,1,1,24,7,3,0,66,0,7,113
012,153,5229,0,0,2,19,5,8,2,76,2,12,117
012,153,5228,0,0,3,26,7,2,1,88,1,2,111
012,153,5235,1,0,0,30,3,4,0,83,1,0,96
012,153,5230,1,1,0,26,5,3,1,78,1,3,117
012,153,5234,3,1,1,12,6,4,0,76,0,7,121
012,153,5223,0,1,2,27,3,2,1,56,1,12,115
012,153,5222,0,1,1,29,9,3,3,79,0,6,84
012,153,5221,1,0,1,15,6,5,5,88,1,5,93
012,153,5220,0,2,1,29,3,3,1,66,2,7,118
012,153,5227,0,0,1,29,5,3,2,67,1,9,106
012,153,5226,0,1,1,11,8,5,2,87,0,8,113
012,153,5225,2,1,0,16,5,9,1,65,0,5,120
012,153,5224,0,0,0,24,8,5,1,80,2,3,100
012,153,5217,0,0,3,22,8,4,0,73,0,6,109
012,153,5236,1,2,0,18,3,6,0,77,0,5,94
012,153,5231,0,0,0,21,4,3,1,103,2,1,97
012,153,5237,0,0,0,32,4,2,0,91,2,11,95
012,153,5232,3,0,0,24,5,5,0,101,0,5,98
012,153,5218,0,0,1,18,4,7,2,67,0,2,104
012,153,5219,0,1,3,26,6,3,1,101,0,5,102
012,152,5196,1,1,1,31,1,1,1,46,2,6,145
012,152,5186,0,0,0,29,4,4,1,78,0,4,87
012,152,5187,1,0,2,34,4,7,1,64,2,11,102
012,152,5185,0,1,1,25,4,6,0,51,1,7,119
012,152,5195,0,1,1,18,6,7,1,70,0,4,120
012,152,5194,0,2,1,28,2,9,0,81,0,5,94
012,152,5188,1,2,2,35,4,3,2,71,2,6,84
012,152,5189,0,1,0,49,2,3,1,78,0,7,77
012,152,5191,2,2,2,27,5,9,0,53,3,6,111
012,152,5190,0,0,1,28,1,14,0,76,1,5,116
012,152,5193,2,1,2,28,1,0,0,30,1,5,104
012,152,5192,0,1,3,23,5,6,0,54,2,1,123
012,152,5201,0,0,3,28,4,4,0,65,2,6,103
012,152,5200,3,3,2,38,4,5,1,45,2,12,99
012,152,5199,0,1,1,36,2,6,4,77,2,7,102
012,152,5197,0,2,1,29,5,5,0,50,1,7,120
012,152,5198,1,1,0,26,1,3,0,51,1,6,122
012,155,5281,1,0,0,72,5,2,1,32,0,10,62
012,155,5280,2,0,0,101,3,2,1,24,1,2,61
012,155,5279,1,2,2,71,3,7,2,39,0,11,41
012,154,5271,1,0,1,33,1,8,2,69,1,4,100
012,154,5269,0,0,1,34,3,4,1,71,2,6,112
012,154,5268,0,0,0,28,7,6,1,27,1,9,166
012,154,5238,0,0,1,30,3,3,3,68,1,7,118
012,154,5239,1,3,1,36,6,1,0,78,0,9,113
012,154,5250,0,2,0,35,4,6,0,83,2,7,100
012,154,5251,0,0,2,35,7,7,2,81,0,5,96
012,154,5256,0,0,0,24,6,4,2,79,1,8,91
012,154,5257,1,1,1,26,7,3,1,92,1,10,84
012,154,5254,1,2,0,32,8,5,0,59,0,7,98
012,154,5255,1,0,0,28,8,4,0,72,1,4,100
012,154,5258,1,1,0,24,5,6,2,96,1,7,89
012,154,5259,0,1,2,32,7,1,0,81,0,4,97
012,154,5278,1,1,0,38,9,5,2,95,2,10,91
012,154,5270,4,2,0,35,2,5,0,77,0,5,112
012,154,5252,0,1,0,27,6,6,1,68,0,7,105
012,154,5253,2,0,1,34,2,0,1,74,0,9,98
012,154,5273,0,0,0,26,7,4,1,92,1,10,88
012,154,5276,0,0,0,31,7,4,0,59,1,7,114
012,154,5277,0,0,1,41,2,4,1,59,0,10,101
012,154,5263,1,0,1,18,5,5,2,99,1,6,113
012,154,5272,2,0,0,21,5,2,1,98,0,5,92
012,154,5262,1,0,0,21,4,4,0,83,0,6,106
012,154,5267,3,1,3,23,4,3,1,114,0,7,90
012,154,5266,1,0,0,27,3,4,1,61,1,7,106
012,154,5265,0,0,0,26,5,4,4,84,0,2,123
012,154,5264,0,0,1,18,5,5,0,65,2,8,125
012,154,5249,1,0,1,39,4,6,2,92,0,4,78
012,154,5248,1,2,0,32,5,2,2,87,1,5,91
012,154,5261,1,0,1,30,4,5,2,102,0,9,75
012,154,5260,2,1,0,29,5,9,0,69,0,8,107
012,154,5245,3,0,0,27,2,6,1,75,2,6,90
012,154,5244,0,0,1,27,7,8,1,106,0,3,92
012,154,5247,1,1,2,25,7,11,2,92,0,6,92
012,154,5246,2,0,0,23,4,5,0,85,1,6,103
012,154,5241,0,3,2,29,3,6,1,77,1,7,94
012,154,5240,1,0,1,41,5,1,2,85,1,8,93
012,154,5243,1,1,1,36,3,8,4,98,2,8,70
012,154,5242,1,0,0,23,3,2,0,78,0,4,105
012,154,5274,1,1,0,22,3,0,0,107,0,10,71
012,154,5275,0,1,1,18,7,1,1,91,1,4,104
012,157,5476,2,1,2,30,5,10,0,59,1,7,100
012,157,5477,2,1,2,21,4,8,0,48,1,7,102
012,157,5474,0,0,0,35,2,13,4,47,0,7,109
012,157,5475,0,0,2,29,4,5,4,57,8,9,100
012,157,5472,2,0,1,30,0,3,0,79,1,8,106
012,157,5473,2,0,1,26,4,7,1,64,4,12,104
012,157,5470,0,1,0,27,10,6,0,62,1,4,134
012,157,5471,0,0,3,25,4,8,0,59,2,6,112
012,157,5469,0,0,3,30,5,6,6,59,2,10,110
012,157,5490,0,0,0,32,4,12,2,61,1,7,93
012,157,5491,0,3,3,24,5,9,2,51,0,4,123
012,157,5478,0,1,2,31,1,8,2,29,1,9,113
012,157,5479,1,0,1,24,2,5,1,59,0,12,108
012,157,5492,2,1,2,24,4,4,0,65,1,8,116
012,157,5489,2,2,1,24,6,7,2,67,0,11,99
012,157,5488,1,1,2,19,2,12,0,71,0,9,99
012,157,5487,2,1,1,28,1,7,1,66,1,6,108
012,157,5486,2,0,0,31,3,9,0,60,1,4,105
012,157,5485,0,0,3,33,1,6,0,48,4,6,140
012,157,5484,0,0,0,0,0,0,0,0,0,0,0
012,157,5483,0,2,2,32,6,4,1,60,0,12,105
012,157,5482,0,1,3,37,7,13,0,59,1,11,107
012,157,5481,1,2,0,21,4,7,0,57,2,10,125
012,157,5480,1,1,2,30,3,10,0,65,3,4,109
012,156,5418,0,0,0,0,0,0,0,0,0,0,0
012,156,5419,2,0,1,28,9,11,0,97,0,8,76
012,156,5379,1,1,0,34,10,6,2,85,1,9,92
012,156,5378,0,1,2,40,7,6,0,96,1,8,76
012,156,5375,0,1,0,28,7,6,2,128,2,7,59
012,156,5374,0,1,2,29,11,9,1,121,0,6,59
012,156,5377,0,0,0,30,12,4,0,133,0,6,64
012,156,5376,1,1,3,20,11,5,1,102,1,6,85
012,156,5371,0,0,1,27,14,4,1,115,0,7,67
012,156,5370,0,1,1,32,4,12,1,79,1,7,107
012,156,5373,1,1,0,31,4,4,1,98,0,6,93
012,156,5372,1,0,1,38,6,8,1,92,0,6,93
012,156,5380,2,0,0,24,8,5,2,138,1,8,62
012,156,5381,0,1,0,36,6,10,0,80,1,9,96
012,156,5382,0,2,0,29,5,5,0,108,3,8,77
012,156,5383,0,0,0,0,0,0,0,0,0,0,0
012,156,5384,0,0,1,33,3,5,0,86,2,12,81
012,156,5385,4,1,1,39,3,4,0,102,1,10,70
012,156,5386,3,2,0,43,10,6,1,103,0,6,69
012,156,5387,0,2,0,35,11,6,1,130,0,10,61
012,156,5388,1,0,0,35,4,0,0,98,0,6,97
012,156,5389,1,0,1,31,8,9,0,75,1,4,98
012,156,5429,0,0,0,37,5,3,1,82,1,11,80
012,156,5428,0,1,1,28,8,6,1,95,2,8,72
012,156,5308,0,2,0,25,9,12,0,87,0,9,95
012,156,5309,1,0,1,34,9,3,1,113,1,10,71
012,156,5300,2,0,0,27,1,6,1,62,1,10,115
012,156,5301,0,1,4,47,6,4,0,100,1,4,11
012,156,5302,0,1,1,34,9,4,4,122,2,12,62
012,156,5303,0,0,0,24,6,7,1,114,1,4,66
012,156,5304,3,0,1,30,7,4,1,146,0,9,51
012,156,5305,0,1,0,25,3,10,0,109,0,13,65
012,156,5306,0,0,0,25,13,7,0,149,2,13,44
012,156,5307,2,0,1,24,2,7,1,114,1,12,82
012,156,5393,0,1,2,35,5,3,4,70,2,9,92
012,156,5392,1,0,1,39,8,8,0,81,0,7,64
012,156,5391,1,0,0,0,0,8,2,78,1,9,86
012,156,5390,1,2,0,34,6,7,0,79,1,9,88
012,156,5397,6,0,2,34,8,7,1,84,3,6,86
012,156,5396,0,0,0,23,11,2,2,123,2,4,44
012,156,5395,0,1,0,29,6,6,1,113,0,4,83
012,156,5394,2,0,1,32,3,7,3,112,1,5,75
012,156,5421,0,1,1,29,6,1,1,105,0,10,74
012,156,5399,0,0,2,31,0,7,1,46,3,5,115
012,156,5398,1,1,1,34,7,8,1,49,3,9,102
012,156,5420,1,1,2,35,8,10,1,98,1,7,59
012,156,5414,2,0,0,29,4,8,0,89,1,9,88
012,156,5415,2,2,1,34,8,6,1,75,0,8,85
012,156,5319,4,0,1,2,5,3,4,105,2,7,89
012,156,5318,0,0,3,34,8,8,0,104,1,5,82
012,156,5410,2,0,1,29,12,10,1,111,1,6,67
012,156,5411,1,1,3,39,6,4,1,103,3,8,72
012,156,5412,0,0,1,40,11,5,0,87,0,10,76
012,156,5413,0,0,1,35,4,6,3,95,0,10,82
012,156,5313,0,0,1,29,8,4,0,107,1,7,79
012,156,5312,1,0,1,35,9,5,1,101,0,6,69
012,156,5311,1,0,1,31,6,7,0,72,0,4,94
012,156,5310,1,0,34,34,9,15,0,83,1,10,85
012,156,5317,1,0,0,31,5,7,2,108,0,10,73
012,156,5316,1,1,0,28,4,6,0,99,1,12,80
012,156,5315,0,0,0,36,4,8,2,90,3,10,85
012,156,5314,0,0,1,32,13,6,0,89,3,7,89
012,156,5326,0,0,0,38,1,6,0,57,6,9,125
012,156,5327,0,2,1,25,3,1,0,106,1,7,76
012,156,5324,1,0,1,29,8,7,0,97,2,3,95
012,156,5325,0,0,2,26,3,6,0,121,0,10,69
012,156,5322,0,3,0,33,5,4,3,104,0,13,73
012,156,5323,0,0,0,34,13,8,1,117,0,9,63
012,156,5320,1,1,0,40,5,4,0,91,0,8,73
012,156,5321,1,1,0,33,9,9,0,130,1,15,65
012,156,5328,1,0,0,33,7,7,2,127,2,8,45
012,156,5329,0,0,1,36,7,5,1,116,0,6,69
012,156,5407,3,0,0,27,10,9,0,83,1,6,76
012,156,5406,0,2,3,28,5,3,1,77,0,8,104
012,156,5405,2,0,1,26,7,9,0,126,0,7,65
012,156,5404,3,0,1,35,8,12,0,73,0,8,103
012,156,5403,1,0,0,31,3,8,0,91,0,7,77
012,156,5402,0,3,0,23,8,6,1,130,0,7,48
012,156,5401,0,0,0,39,11,5,0,118,2,7,66
012,156,5400,0,0,0,43,2,1,0,73,0,5,88
012,156,5409,1,0,2,30,6,5,1,112,0,5,76
012,156,5408,1,0,1,37,9,7,2,103,1,10,78
012,156,5331,1,0,2,35,6,10,2,60,2,10,120
012,156,5330,1,2,0,30,9,9,1,93,1,11,79
012,156,5333,0,0,1,37,6,5,1,95,2,13,84
012,156,5332,0,0,1,32,8,10,1,73,1,4,95
012,156,5335,1,1,2,31,10,7,0,116,1,10,73
012,156,5334,2,1,1,55,4,10,1,111,1,8,54
012,156,5337,0,0,1,40,8,5,1,115,1,6,79
012,156,5336,1,1,1,32,5,8,1,97,1,13,82
012,156,5339,2,1,1,21,9,5,0,110,1,11,75
012,156,5338,1,0,2,35,5,8,1,100,0,14,64
012,156,5432,2,0,1,54,3,6,0,93,0,5,91
012,156,5433,1,0,1,28,5,6,0,123,0,8,74
012,156,5430,2,0,1,28,5,8,0,114,2,7,71
012,156,5431,1,2,2,28,1,4,1,95,1,10,84
012,156,5436,0,0,1,60,5,3,0,111,1,11,46
012,156,5437,2,0,2,41,5,5,1,87,0,5,71
012,156,5434,1,0,0,45,2,8,0,88,1,5,64
012,156,5435,2,0,2,27,6,5,1,75,1,9,91
012,156,5438,0,1,2,33,6,5,0,106,0,21,65
012,156,5439,1,0,1,42,2,15,1,76,0,14,90
012,156,5344,1,1,1,33,5,8,0,110,0,3,83
012,156,5345,1,1,0,31,10,8,2,108,0,8,60
012,156,5346,0,0,2,35,10,7,2,92,2,3,83
012,156,5347,1,1,0,26,10,6,0,117,1,8,65
012,156,5340,0,0,0,32,3,10,0,97,1,7,89
012,156,5341,1,1,1,25,5,5,1,113,1,7,76
012,156,5342,0,1,1,35,5,6,0,112,0,14,58
012,156,5343,1,1,2,37,6,8,1,100,0,9,89
012,156,5425,0,2,0,35,5,4,0,99,0,14,71
012,156,5424,0,0,0,39,8,9,0,115,1,6,57
012,156,5427,0,0,0,22,7,7,0,97,0,4,79
012,156,5426,1,1,1,24,3,6,0,90,2,6,86
012,156,5348,1,0,2,33,5,4,3,116,0,13,72
012,156,5349,1,0,0,29,9,7,2,92,0,8,87
012,156,5423,1,1,1,34,0,4,1,113,1,8,72
012,156,5422,0,0,3,42,11,5,2,87,0,5,79
012,156,5441,2,0,3,35,7,9,0,118,1,8,55
012,156,5440,0,0,1,30,9,3,1,96,1,5,82
012,156,5298,2,0,1,32,9,3,0,135,1,8,71
012,156,5299,1,0,1,38,3,2,2,91,1,9,90
012,156,5296,1,0,1,20,8,8,0,107,4,10,85
012,156,5297,0,0,2,37,9,5,0,117,2,6,66
012,156,5294,2,0,0,33,5,3,1,100,2,8,78
012,156,5295,1,2,1,46,10,5,0,74,0,9,91
012,156,5292,0,0,0,33,3,9,0,81,1,10,95
012,156,5293,0,0,2,26,8,8,3,113,0,6,80
012,156,5290,1,1,0,41,4,10,0,79,0,5,97
012,156,5291,2,0,0,35,6,8,1,79,0,12,103
012,156,5357,2,0,2,31,5,5,3,98,3,8,82
012,156,5356,3,0,0,28,6,7,0,74,2,8,115
012,156,5355,0,0,2,34,11,6,0,101,2,7,10
012,156,5354,1,0,0,28,5,2,1,118,0,14,59
012,156,5353,0,0,0,36,3,6,2,85,0,2,89
012,156,5352,2,0,1,38,2,5,1,87,0,0,99
012,156,5351,0,0,3,40,5,7,2,75,2,6,92
012,156,5350,2,1,0,24,4,10,0,95,0,5,89
012,156,5359,1,1,2,19,6,4,0,115,0,12,42
012,156,5358,2,0,0,40,3,7,0,100,0,13,74
012,156,5289,0,0,1,24,9,8,1,109,1,10,93
012,156,5288,2,3,1,29,11,5,2,94,0,17,77
012,156,5285,1,1,0,49,4,3,1,106,0,7,65
012,156,5416,0,2,2,35,7,8,1,58,1,9,94
012,156,5287,2,0,0,33,5,14,1,78,2,3,109
012,156,5286,0,0,1,30,2,2,0,77,1,9,93
012,156,5417,1,0,0,23,14,7,0,117,0,8,82
012,156,5362,0,1,0,41,8,9,1,110,0,8,59
012,156,5363,1,1,0,25,6,7,3,100,1,11,82
012,156,5360,1,0,1,43,7,10,1,92,0,9,75
012,156,5361,0,0,0,21,12,7,0,110,1,11,73
012,156,5366,1,0,1,32,5,15,2,97,0,7,85
012,156,5367,3,1,1,25,8,9,1,73,0,12,87
012,156,5364,3,0,2,33,10,6,4,104,1,4,74
012,156,5365,0,0,0,38,4,10,0,87,1,6,75
012,156,5443,1,2,0,26,7,6,0,99,1,15,72
012,156,5442,1,2,0,34,8,4,0,88,0,9,82
012,156,5368,0,1,1,22,6,7,0,105,1,11,82
012,156,5369,0,0,0,29,3,6,0,92,2,11,74
012,159,5535,0,2,3,20,3,5,0,59,3,3,133
012,159,5540,0,0,2,25,4,7,0,65,0,3,115
012,159,5534,1,0,0,25,1,8,3,54,2,6,108
012,159,5533,1,2,1,29,4,1,1,71,1,5,121
012,159,5532,1,0,1,31,7,7,0,66,2,4,108
012,159,5531,0,0,0,26,3,10,0,75,0,7,109
012,159,5530,1,1,1,29,4,10,4,67,1,15,98
012,159,5537,0,0,2,35,5,10,2,77,1,4,114
012,159,5525,0,0,1,32,4,10,1,85,0,5,99
012,159,5526,1,3,2,26,4,13,0,73,1,2,95
012,159,5527,0,1,2,37,3,11,1,80,3,8,84
012,159,5528,0,0,0,0,0,0,0,0,0,0,0
012,159,5529,2,0,2,36,10,6,1,80,0,1,110
012,159,5539,0,1,0,33,5,8,0,65,2,4,97
012,159,5538,2,3,2,24,6,3,0,75,1,10,106
012,159,5536,2,0,0,26,6,3,2,70,1,8,119
012,158,5505,2,5,1,52,6,9,1,64,2,6,84
012,158,5510,0,0,0,36,11,10,4,59,1,15,87
012,158,5501,0,0,4,47,5,5,2,63,1,8,90
012,158,5509,1,0,1,44,6,5,2,58,3,9,89
012,158,5506,0,0,3,25,3,13,0,62,2,9,101
012,158,5504,0,0,2,41,9,12,0,76,2,15,88
012,158,5498,3,0,1,44,4,15,2,68,1,5,82
012,158,5499,1,1,3,39,5,10,0,77,1,8,97
012,158,5508,4,0,2,42,5,7,2,76,0,8,69
012,158,5507,4,0,0,40,3,3,0,60,4,7,83
012,158,5494,0,0,1,37,4,4,1,88,2,4,87
012,158,5495,2,1,1,42,7,15,3,64,0,7,95
012,158,5496,0,2,4,35,1,12,1,64,2,10,97
012,158,5497,1,0,1,34,2,6,0,74,2,11,94
012,158,5502,0,0,2,48,5,15,1,62,3,7,75
012,158,5503,1,1,1,33,5,7,0,74,1,6,79
012,158,5500,0,1,3,41,6,13,1,69,3,6,87
012,158,5493,0,0,0,49,0,7,2,58,1,3,125
012,155A,5283,1,1,2,28,2,3,1,58,2,8,116
012,155A,5282,1,2,4,30,0,6,1,77,2,6,90
012,155A,5284,3,0,2,24,2,5,3,64,0,8,115
012,147B,5089,1,0,1,38,4,16,1,66,2,4,65
012,147B,5090,1,0,1,28,8,6,3,73,1,6,73
012,147B,5091,0,1,2,33,7,4,0,66,1,9,95
012,147B,5092,1,0,1,37,2,11,1,63,4,5,76
012,147B,5093,1,1,1,30,1,9,2,70,2,9,82
012,147B,5094,2,0,2,26,3,8,3,94,0,2,74
012,147A,5088,0,0,0,37,3,8,2,53,1,7,86
012,147A,5087,2,0,0,23,9,4,0,67,0,5,88
012,147A,5086,0,2,1,30,4,8,1,72,2,10,73
012,147A,5085,0,0,1,26,4,6,1,73,0,13,97
012,147,5083,4,1,2,35,4,1,1,70,1,17,90
012,147,5082,2,0,1,33,6,2,0,82,2,16,82
012,147,5081,1,1,0,39,3,7,1,80,2,10,70
012,147,5080,0,0,0,43,6,8,0,75,0,7,101
012,147,5069,1,0,3,40,5,5,0,84,2,9,73
012,147,5068,0,2,0,36,5,3,0,77,0,3,111
012,147,5084,1,1,2,37,5,10,1,83,1,6,89
012,147,5078,2,1,2,40,7,4,3,70,1,9,85
012,147,5079,0,1,1,40,4,9,1,62,5,6,109
012,147,5072,4,2,0,45,5,7,2,80,2,8,84
012,147,5073,3,0,0,47,8,1,2,81,1,5,79
012,147,5070,2,1,4,36,7,1,4,73,2,11,96
012,147,5071,2,0,2,35,11,6,3,71,2,8,82
012,147,5076,2,0,2,30,7,5,1,67,3,9,69
012,147,5077,0,0,1,41,5,7,2,82,1,11,71
012,147,5074,1,2,0,33,4,10,0,80,3,7,66
012,147,5075,1,0,3,35,6,13,2,78,3,12,79
012,152A,5210,3,3,2,38,10,1,2,87,2,3,86
012,152A,5211,1,6,0,26,5,4,1,85,1,11,102
012,152A,5214,0,2,2,39,10,4,3,62,1,4,94
012,152A,5216,0,0,1,31,9,6,0,92,1,10,91
012,152A,5203,1,0,1,25,3,11,3,82,2,10,90
012,152A,5202,4,3,2,21,6,5,0,105,1,7,83
012,152A,5205,1,1,4,36,13,9,4,81,1,7,81
012,152A,5204,4,0,0,31,7,8,0,99,0,14,80
012,152A,5207,0,1,1,43,7,4,1,71,0,3,89
012,152A,5206,3,1,3,43,10,4,5,79,0,7,79
012,152A,5209,2,2,1,35,7,12,0,58,2,6,94
012,152A,5208,1,0,2,44,5,5,1,75,2,10,89
012,152A,5212,3,1,1,31,0,5,2,81,0,4,88
012,152A,5215,2,4,2,40,6,6,1,75,3,10,88
012,152A,5213,2,1,2,33,4,8,2,74,2,5,102
012,156A,5448,0,0,1,52,4,11,3,79,0,9,86
012,156A,5447,3,2,1,46,5,9,3,59,3,13,96
012,156A,5446,0,0,1,39,8,9,1,72,1,8,88
012,156A,5445,2,2,0,52,2,5,5,77,3,10,72
012,156A,5444,3,0,1,46,1,16,2,73,2,18,83
012,156B,5450,2,0,2,31,7,4,4,41,0,18,56
012,156B,5449,2,0,0,35,7,3,1,33,1,9,67
012,156C,5451,1,0,0,35,5,9,2,52,2,5,101
012,156C,5452,1,1,1,30,4,10,0,52,1,4,107
012,156C,5453,1,0,1,42,1,6,0,69,1,12,78
012,156C,5454,0,0,0,35,32,6,1,44,1,6,122
012,156D,5458,3,0,2,47,6,5,2,95,1,7,72
012,156D,5459,0,3,1,41,1,5,2,102,4,10,76
012,156D,5455,1,1,0,42,9,13,2,89,1,11,85
012,156D,5456,1,0,0,51,8,6,1,101,0,8,76
012,156D,5457,1,0,1,44,7,7,3,72,0,5,88
012,156D,5461,1,0,1,62,6,5,0,77,1,8,77
012,156D,5460,2,1,2,47,5,2,0,95,0,10,90
012,156D,5463,1,0,1,49,4,7,2,83,0,12,78
012,156D,5462,0,1,0,49,6,8,3,91,0,13,88
012,156D,5465,0,0,0,36,9,3,1,97,0,8,84
012,156D,5464,0,2,0,62,6,9,0,80,0,9,80
012,156D,5467,1,1,1,58,4,11,1,70,1,15,81
012,156D,5466,0,2,1,39,9,11,1,83,1,4,103
012,156E,5468,1,0,0,19,5,5,0,92,0,4,44
012,148,5115,3,2,0,42,0,8,2,66,1,6,82
012,148,5114,2,0,1,37,0,5,1,51,14,4,130
012,148,5117,1,2,1,41,4,4,1,75,2,11,88
012,148,5116,1,0,0,43,5,6,5,66,2,8,111
012,148,5111,3,0,1,42,7,5,2,64,0,8,78
012,148,5110,1,0,1,28,6,5,2,70,0,9,97
012,148,5113,1,3,0,34,5,3,1,45,3,11,97
012,148,5112,7,1,1,41,4,12,0,63,2,14,72
012,148,5119,2,2,1,41,8,2,2,68,2,6,101
012,148,5118,5,1,0,38,6,4,0,52,1,7,123
012,148,5124,0,0,0,51,14,1,3,54,1,9,101
012,148,5098,0,0,0,42,6,9,0,61,1,14,81
012,148,5099,0,1,2,25,7,3,1,68,2,7,104
012,148,5120,2,0,1,55,13,2,5,57,1,9,93
012,148,5095,1,1,0,35,8,8,3,70,1,8,99
012,148,5096,3,0,2,44,5,4,2,59,1,12,92
012,148,5097,2,0,1,47,0,6,0,63,0,10,105
012,148,5122,2,1,0,36,1,5,0,61,2,9,106
012,148,5123,1,0,0,47,7,6,1,44,2,9,102
012,148,5108,1,0,1,36,3,2,2,17,1,12,114
012,148,5109,3,0,0,42,4,6,2,64,0,12,73
012,148,5102,1,3,1,47,8,8,5,78,3,9,77
012,148,5103,2,2,1,33,12,7,1,54,3,11,106
012,148,5100,4,0,2,48,4,3,0,62,1,11,94
012,148,5101,1,1,0,34,7,5,0,53,2,7,104
012,148,5106,2,0,1,22,5,5,0,62,3,7,139
012,148,5107,4,1,0,24,3,4,0,64,0,11,118
012,148,5104,4,2,1,35,6,1,0,74,1,1,69
012,148,5105,3,2,1,31,7,2,1,73,2,8,81
012,148,5121,8,1,0,42,5,4,0,67,0,13,84
012,149,5125,0,1,0,52,6,5,2,58,1,9,74
012,149,5126,1,0,1,66,15,10,1,54,1,8,95
012,158B,5513,0,0,2,31,7,12,1,47,1,8,75
012,158B,5515,0,0,0,38,6,4,1,57,1,12,76
012,158B,5514,1,0,2,28,5,12,0,58,1,11,66
012,158B,5516,1,5,4,28,2,11,0,58,1,9,74
012,158C,5520,1,1,1,30,3,6,0,66,3,15,93
012,158C,5521,1,0,3,32,2,7,1,81,1,6,79
012,158C,5519,1,1,2,42,5,3,2,71,0,7,85
012,158C,5518,3,0,2,44,5,10,1,75,1,3,81
012,158C,5522,0,1,0,49,5,10,0,54,0,15,88
